player,recent_form,surface_winrate
Mauricio Hadad,0.87,0.86
Miguel Pastura,0.46,0.55
Zoltan Boroczky,0.75,0.85
Levar Harper Griffith,0.73,0.49
Glenn Weiner,0.57,0.59
Edgardo Massa,0.49,0.43
Jose Manuel Garcia Rodriguez,0.49,0.51
Daniel Merkert,0.69,0.73
Jonas Froberg,0.67,0.82
Nick Gould,0.84,0.9
Jing Zhu Yang,0.72,0.47
Martin Sinner,0.81,0.48
Si Bruce Li,0.42,0.92
Domenic Marafiote,0.74,0.82
Cyril Martin,0.52,0.7
Daniel Schalen,0.53,0.66
James Davidson,0.76,0.49
Dmitri Tomashevich,0.8,0.61
Stefano Galvani,0.59,0.6
Srinath Prahlad,0.8,0.76
Sergei Pozdnev,0.62,0.73
Timur Ganiev,0.83,0.43
Evgueni Smirnov,0.41,0.87
Ouassel Hared,0.44,0.92
Mehdi Tahiri,0.79,0.83
Abdelhak Hameurlaine,0.71,0.5
Joan Jimenez Guerra,0.68,0.49
Igor Kornienko,0.71,0.8
Kane Dewhurst,0.87,0.64
Rafael Serpa Guinazu,0.73,0.83
Miguel Miranda,0.72,0.44
Bartlomiej Dabrowski,0.78,0.79
Rene Busch,0.83,0.63
Marcin Matkowski,0.53,0.42
Krystian Pfeiffer,0.71,0.7
Aivaras Balzekas,0.69,0.78
Gilles Muller,0.47,0.69
Baris Ergun,0.66,0.47
Claude Ngoran,0.43,0.85
Rolandas Murashka,0.49,0.57
Jan Frode Andersen,0.86,0.91
Radomir Vasek,0.46,0.9
Nelson De Almeida,0.69,0.51
Clayton Almeida,0.56,0.66
Ivan Esquerdo,0.68,0.48
Nuno Matias,0.52,0.77
Patrik Langvardt,0.62,0.87
Diego Junqueira,0.83,0.76
Andreas Fasching,0.59,0.54
Stian Boretti,0.58,0.44
Tiago Sousa,0.62,0.44
Eduardo Frick,0.45,0.74
Ralf Wilmink,0.59,0.92
Thiago Alves,0.4,0.78
Rodrigo Ribeiro,0.65,0.8
Agustin Garizzio,0.82,0.58
Ramon Delgado,0.68,0.72
Pedro Leao,0.7,0.57
Martin Bartonek,0.42,0.9
Martin Stringari,0.83,0.47
Kalle Flygt,0.59,0.75
Adam Skrzypczak,0.89,0.8
Iker Bilbao,0.46,0.78
Alberto Lopez Nunez,0.87,0.54
Matthis Kempe Bergman,0.72,0.67
Erhan Oral,0.43,0.76
Daniel Dios,0.89,0.91
Or Dekel,0.41,0.67
Tiago Galvao,0.77,0.57
Roberto Rodriguez Vazquez,0.84,0.61
Mustafa Azkara,0.49,0.7
Igor Ibrisbegovic,0.57,0.94
Emanuel Couto,0.68,0.75
Helder Lopes,0.74,0.49
Simon Wernhart,0.84,0.86
Stefan Balog,0.78,0.5
Eliran Dooyev,0.58,0.42
Nickolai Dyachok,0.81,0.46
Chemseddine Belal,0.88,0.83
Renaud Thys,0.51,0.9
Andres Dellatorre,0.44,0.55
Jorge Aguilar,0.61,0.67
Frantisek Babej,0.84,0.73
Karol Beck,0.48,0.63
Ralph Grambow,0.84,0.44
Roman Smotlak,0.9,0.43
Kresimir Ritz,0.43,0.64
Raul Morant,0.65,0.84
Miguel Angel Lopez Jaen,0.56,0.45
Michael Quintero,0.6,0.51
Eduardo Rincon,0.63,0.55
Juan Perianez Llopis,0.77,0.71
Jordi Marse Vidri,0.7,0.42
Jose Maria Vicente,0.88,0.87
Miguel Olaso De La Rica,0.57,0.66
Andreas Bubik,0.67,0.67
Hans Grobecker,0.81,0.58
Jonathan Beardsley,0.59,0.52
Kotaro Miyachi,0.63,0.6
Lars Zimmermann,0.74,0.9
Fabio Maggi,0.83,0.45
Pieter Calitz,0.61,0.43
Alberto Tirelli,0.67,0.46
Mohamed Dakki,0.89,0.83
Larbi Rharnit,0.42,0.43
Gregory Zavialoff,0.62,0.58
Coenie Van Wyk,0.72,0.63
Ton Su Kwon,0.4,0.68
Michihisa Onoda,0.7,0.4
Cesar Ferrer Victoria,0.43,0.67
Frank Pokorny,0.83,0.51
Markus Menzler,0.8,0.45
Markus Wislsperger,0.42,0.69
Danijel Kruslin,0.42,0.81
Marian Leysek,0.78,0.91
Aleksandar Vlaski,0.58,0.9
Ivo Bratanov,0.69,0.62
Markus Polessnig,0.54,0.79
Martin Spottl,0.49,0.78
David Wheaton,0.55,0.63
Dominik Meffert,0.52,0.45
Simon Greul,0.62,0.61
Johan Kareld,0.77,0.95
Fredrik Loven,0.68,0.71
Tobias Hildebrand,0.7,0.59
Carlos Alberto Marcote Jimeno,0.64,0.81
Razvan Lupsescu,0.56,0.78
Aleksander Slovic,0.47,0.72
Alexander Yarmola,0.58,0.75
Patricio Arquez,0.73,0.72
Leandro Rosa,0.77,0.93
Raul Valdes,0.63,0.68
Lucas Engel,0.72,0.72
Antonio Pastorino,0.51,0.66
Thomas Strengberger S597,0.83,0.73
Alun Jones,0.83,0.89
Lukas Dlouhy,0.56,0.59
Johannes Ager,0.67,0.67
Matias Ormaza,0.7,0.65
Renzo Furlan,0.64,0.62
Felipe Parada,0.86,0.85
Toshihide Matsui,0.77,0.53
Julien Cassaigne,0.74,0.67
Pablo Garcia Gaitan,0.66,0.91
Wei Ju Chen,0.44,0.49
Jim Thomas,0.45,0.4
Daniel Koellerer,0.55,0.55
Filippo Messori,0.51,0.91
Andreas Kauntz,0.88,0.45
Christian Grunes,0.6,0.48
Piotr Szczepanik,0.84,0.58
Diego Hartfield,0.81,0.82
Paolo Lorenzi,0.81,0.81
Takao Suzuki,0.51,0.45
Julio Silva,0.62,0.91
Marcos Digliodo,0.56,0.53
Diego Bracco,0.89,0.55
Sebastian Losavio,0.84,0.61
Bojan Vujic,0.52,0.75
Seung Kyu Park,0.56,0.69
Hyeong Keun Song,0.66,0.91
Dong Hyun Kim,0.54,0.71
Sang Hoon Lee,0.81,0.87
Hee Sung Chung,0.81,0.44
Seung Hoon Lee,0.76,0.87
Sung Ho Im,0.74,0.51
Seung Bok Baek,0.67,0.6
Nam Hoon Kim,0.57,0.58
Min Kyu Han,0.82,0.59
El Mehdi Belbacha Jawhari,0.83,0.91
Hicham Fathi El Idrissi,0.42,0.64
Hicham Karmoussi,0.6,0.55
Tomasz Boniecki,0.41,0.56
Jakub Hasek,0.82,0.84
Ignacio Truyol Turrion,0.49,0.7
Luis Herrera,0.74,0.65
Bruno Echagaray,0.58,0.91
Luis Uribe,0.81,0.91
Luis Hormazabal,0.65,0.82
Rafael Fontes,0.56,0.68
Guillermo Gomez,0.56,0.46
David Roditi,0.56,0.79
Miguel Gallardo Valles,0.79,0.85
Angel Diankov,0.76,0.87
Anton Klaric,0.56,0.72
Esat Tanik,0.65,0.74
Andrei Youzhny,0.44,0.79
Maciej Domka,0.81,0.88
Dmitry Tursunov,0.53,0.42
Mirko Pehar,0.84,0.71
Sergei Krotiouk,0.7,0.6
Marcelo Amador,0.68,0.86
Abdul Hamid Makhkamov,0.48,0.47
Seung Ri Sohn,0.43,0.9
Mattia Livraghi,0.68,0.47
Hee Seok Chung,0.63,0.45
Hyun Cheol Bang,0.46,0.59
Sung Kyun Kang,0.82,0.95
Kunj Majmudar,0.61,0.75
Sean Cooper,0.53,0.41
Owen Casey,0.79,0.54
Harsh Mankad,0.86,0.48
Rishi Sridhar,0.55,0.4
Daniel Caracciolo,0.79,0.68
Vijay Kannan,0.73,0.61
Ajay Ramaswami,0.89,0.74
John Rom,0.5,0.52
Kedar Shah,0.88,0.86
Phoemphon Atabut,0.56,0.61
Parantap Chaturvedi,0.61,0.67
Marquiestro Foster,0.58,0.8
Nick McDonald,0.53,0.49
Wesley Moodie,0.75,0.54
Andrew Anderson,0.69,0.49
Willem Petrus Meyer,0.55,0.82
Dirk Stegmann,0.47,0.45
Joel Mcgregor,0.56,0.67
Punch Maleka,0.59,0.81
Steven Bijl,0.59,0.68
Ciaran Moore,0.58,0.68
Gwinyai Tongoona,0.42,0.44
Jean Marcel Bourgaul Du Coudray,0.63,0.83
Shaun Rudman,0.82,0.73
Jeroen Masson,0.49,0.77
Kyle Rudman,0.47,0.82
Mark Roberts,0.64,0.71
Petrus Molefe,0.59,0.68
Dinos Pavlou,0.68,0.76
Holger Losch,0.87,0.9
Duncan Krisjan,0.78,0.75
Thomas Greenland,0.74,0.83
Boris Bachert,0.61,0.66
Albert Loncaric,0.54,0.72
Nahuel Fracassi,0.67,0.5
Pablo Gonzalez,0.84,0.67
Alexander Sikanov,0.84,0.48
Tomaz Berendijas,0.62,0.66
Gustavo Gomez,0.52,0.44
Daniel Langre,0.51,0.72
Vaclav Duda,0.42,0.56
Jason Cook,0.82,0.86
Amod Wakalkar,0.53,0.61
Manoj Mahadevan,0.58,0.9
Alexey Gavrilov,0.8,0.66
Alok Bhide,0.46,0.87
Patric Stalbark,0.63,0.56
Pracharapol Khamsaman,0.46,0.65
Johan Du Randt,0.62,0.75
Robert Nita,0.42,0.54
Santiago Gonzalez,0.66,0.76
James Shortall,0.8,0.56
Luis Maria Zapata,0.74,0.67
David Mcnamara,0.65,0.41
Robert Lindstedt,0.81,0.44
Johan Dijkstra,0.51,0.52
Sandor Noszaly,0.82,0.84
Antonio Couvert,0.54,0.76
Ruben De Kleijn,0.58,0.89
Maarten Paas,0.46,0.9
Eduardo Bohrer,0.45,0.61
Jordane Doble,0.87,0.6
Paul Logtens,0.49,0.86
Dick Norman,0.57,0.63
Maciej Dilaj,0.66,0.87
Jedrzej Zarski,0.57,0.68
Benedikt Dorsch,0.84,0.63
Aleksander Mierzwinski,0.85,0.55
Sjors Lemmens,0.56,0.47
Guido Monaco,0.45,0.69
Marcelo Barboza,0.51,0.58
Jernej Karner,0.64,0.54
Dimitar Grabuloski,0.54,0.49
Cyril Saubion,0.63,0.61
Dustin Mauck,0.78,0.71
Goran Sterijovski,0.61,0.86
Jose Luis Condor,0.5,0.85
Carlos Berlocq,0.58,0.87
Rodrigo Pena,0.77,0.72
Teodor Dacian Craciun,0.61,0.71
Meride Zahirovic,0.52,0.9
Marc Olivier Baron,0.61,0.56
Peter Richman,0.63,0.48
Nathan Overholser,0.55,0.45
Andrew Nisker,0.9,0.88
Walter Orth,0.78,0.6
Hiroki Kondo,0.75,0.67
Balazs Veress,0.83,0.84
Miklos Jancso,0.73,0.61
Marton Ott,0.8,0.88
Victor Trotsko,0.61,0.58
Michal Ciszek,0.65,0.8
Diego Acuna,0.42,0.77
Charles Antoine Sevigny,0.54,0.51
Jerry Turek,0.58,0.47
Marcus Fluitt,0.71,0.46
Matt Klinger,0.63,0.76
Rodolfo Daruich,0.7,0.41
Daniel Nestor,0.76,0.76
Alex Kim,0.42,0.83
Ignacio Truyol,0.53,0.57
Robert Kendrick,0.49,0.81
Tyler Cleveland,0.49,0.49
Ali Ansari,0.65,0.93
Graydon Oliver,0.77,0.53
Peter Luczak,0.54,0.67
Jeff Greenwald,0.81,0.94
Goran Oresic,0.85,0.9
Mikael Sicco,0.58,0.76
Tomas Tenconi,0.74,0.6
Dejan Djokic,0.46,0.79
Geoff Abrams,0.77,0.65
Jens Knippschild,0.48,0.46
Diego Lozano,0.74,0.84
Razvan Iliescu,0.61,0.88
Richard Brooks,0.86,0.62
Gianluca Bazzica,0.63,0.77
Christian Persico,0.42,0.42
Francesc Lleal,0.64,0.51
Michele Scardigno,0.8,0.71
Alberto Francis,0.72,0.55
Felix Hardt,0.88,0.92
Giuseppe Menga,0.82,0.86
Federico Torresi,0.66,0.76
Damir Petras,0.5,0.95
Matjaz Pogacnik,0.4,0.53
Rob Cheyne,0.89,0.91
Andres Pedroso,0.87,0.57
Ryan Moore,0.54,0.73
Mariano Sanchez,0.72,0.64
Luke Bourgeois,0.76,0.64
Benjamin Budziak,0.69,0.82
Nicolas Brochu,0.82,0.59
Gabriel Ledru,0.44,0.68
Philip Gubenco,0.85,0.52
Conor Casey,0.6,0.82
Tomas Cakl,0.64,0.7
Marc Gicquel,0.62,0.54
Karsten Braasch,0.67,0.55
Simon Stadler,0.7,0.56
Vladimir Obradovic,0.76,0.78
Sergei Yaroshenko,0.66,0.73
Zoltan Papp,0.74,0.85
Davide Bramanti,0.57,0.71
Olivier Le Jeune,0.87,0.57
Ben Mathias,0.43,0.93
Michael Griesser,0.67,0.89
Nicklas Kulti,0.44,0.55
Ramsey Smith,0.62,0.9
Ryan Sachire,0.53,0.8
Guillaume Raoux,0.87,0.63
Sam Warburg,0.41,0.66
Cary Franklin,0.6,0.65
David Martin,0.79,0.84
Vincent Spadea,0.49,0.5
Keith Brill,0.81,0.43
Kiantki Thomas,0.83,0.67
Marshall Brown,0.75,0.56
Laurent Bensadoun,0.5,0.71
Roberto Carretero,0.54,0.94
Predrag Rusevski,0.48,0.77
Georg Novak,0.49,0.93
Jan Hajek,0.42,0.8
Rene Prenner,0.83,0.44
Stephen Huss,0.66,0.89
Igor Zelenay,0.56,0.51
Kristofer Stahlberg,0.54,0.88
Maxime Boye,0.67,0.81
Niko Karagiannis,0.56,0.86
Lefteris Alexiou,0.83,0.54
Francesco Piccari,0.51,0.84
Dirk Britzen,0.84,0.74
Sylvain Mathias,0.73,0.45
Mariano Albert Ferrando,0.88,0.89
Evghenii Plugariov,0.41,0.88
Mikhail Kartachov,0.43,0.71
Nikolay Mishin,0.65,0.65
Hisham Hemeda,0.86,0.62
Paul Haarhuis,0.77,0.73
Vicente Romany Terencio,0.71,0.86
Sylvain Charrier,0.42,0.71
Kj Hippensteel,0.58,0.47
Sebastien Lami,0.57,0.57
Franck Osvald,0.67,0.77
Isaac Tortades,0.53,0.76
Daniel Andersson,0.53,0.69
Chad Carlson,0.71,0.53
Fritz Bissell,0.87,0.55
Matias Boeker,0.73,0.67
Marc Kevin Goellner,0.73,0.62
Givi Samkharadze,0.89,0.57
Yusmawan Fahmi,0.48,0.86
Dmitri Sitak,0.42,0.68
Martin Slanar,0.77,0.68
Carlos Drada,0.62,0.64
Bob Borella,0.61,0.77
Andrei Luzgin,0.51,0.5
Gert Vilms,0.65,0.92
Mait Kunnap,0.62,0.46
Raimonds Sproga,0.57,0.79
Pascal Schaul,0.62,0.79
Marko Neunteibl,0.59,0.46
Rohan Bopanna,0.87,0.95
Jiri Vencl,0.89,0.42
Michal Mertinak,0.82,0.6
Emiliano Peralta,0.9,0.63
Damian Patriarca,0.53,0.84
Christoph Palmanshofer,0.82,0.42
Huu Minh Dinh,0.6,0.71
Bogdan Ivascu,0.77,0.51
Alessandro Accardo,0.5,0.71
Dario Pizzato,0.81,0.76
Christian Magg,0.44,0.42
Carlo Santoro,0.54,0.44
Brian Wilson,0.81,0.45
Brian Vahaly,0.77,0.87
Nicolas Boeker,0.65,0.91
Alexander Flock,0.74,0.64
Daniel Willman,0.49,0.88
Nick Beirnaert,0.73,0.66
Antonio Baldellou Esteva,0.4,0.62
Matthias Muller,0.82,0.69
Christophe Bosio,0.66,0.83
Alexander Hartman,0.87,0.52
David Jonio,0.64,0.57
Julien Mathieu,0.62,0.87
Vikrant Chadha,0.63,0.9
Lauri Kiiski,0.58,0.47
Martin Rammal,0.48,0.79
Steven Randjelovic,0.82,0.41
Michael Kosta,0.59,0.54
Yon Guezuraga Cantero,0.66,0.44
Jean Julien Rojer,0.41,0.68
Oliver Freelove,0.43,0.59
Santiago Messora,0.7,0.48
Lionel Noviski,0.84,0.4
Eric Taino,0.65,0.61
Krzysztof Kwinta,0.48,0.56
Gabriel Pitta,0.46,0.43
Lukasz Kubot,0.85,0.87
Jeff Morrison,0.75,0.63
Daniel Lesske,0.88,0.83
Valentino Pest,0.44,0.63
Andreas Strauchmann,0.85,0.44
Amir Hadad,0.82,0.62
Luciano Vitullo,0.85,0.89
Daniel Norberg,0.4,0.4
Maximo Gonzalez,0.77,0.89
Zoltan Nagy,0.67,0.76
Thiemo Maier,0.69,0.95
Matthew Hanlin,0.63,0.9
Eduard Bainad,0.77,0.88
Rolandas Muraska,0.9,0.42
Rafael Garcia Alex,0.76,0.55
Riccardo Capannelli,0.74,0.61
Thomas Larsen,0.73,0.78
Denis Yakimenko,0.75,0.76
Vaughan Snyman,0.57,0.49
Maximilian Abel,0.56,0.81
Todor Enev,0.79,0.49
Khaled Naffa,0.43,0.65
Juan Pablo Di Cesare,0.78,0.72
Marcos Jimenez Letrado,0.81,0.88
Esteban Carril,0.66,0.75
Dmitriy Koch,0.86,0.93
Ruben Torres,0.64,0.95
Israel Matos Gil,0.49,0.68
Bostjan Osabnik,0.58,0.43
Janne Holmia,0.85,0.42
Jon Hedman,0.9,0.87
Aeron Martinovic,0.61,0.67
Gunther Darkey,0.48,0.6
Ladislav Simon,0.54,0.56
Erik Csarnakovics,0.68,0.55
Philipp Mukhometov,0.69,0.44
Sergei Samoseiko,0.72,0.57
Kamil Blaha,0.82,0.75
Richard Stano,0.76,0.61
Markus Krenn,0.53,0.92
Martin Vacek,0.6,0.77
Ivan Toth,0.82,0.88
Mikhail Elgin,0.72,0.46
Andreas Seppi,0.48,0.65
Konstantin Harle Zettler,0.56,0.42
Massimo Ocera,0.8,0.89
Manuel Rezzaghi,0.49,0.48
Sam Swan,0.75,0.84
Antonio Gramaglia,0.68,0.91
Thomas Holzer,0.47,0.64
Nicolo Cotto,0.74,0.61
Dominique Coene,0.47,0.73
Andrew Derer,0.6,0.81
Ahmed Ibrahim Ahmad Alhadid,0.55,0.76
Vladimir Pavicevic,0.75,0.4
Boris Pashanski,0.79,0.83
Milos Koprivica,0.48,0.48
Ioan Bogdan Gauzin,0.81,0.65
Tibor Szathmary,0.4,0.56
Shaun Smith,0.67,0.91
Janko Tipsarevic,0.66,0.68
Aleksander Manojlovic,0.71,0.69
Pierre Otolo Metomo,0.52,0.44
Peter Scharler,0.4,0.89
Courage Anyidoho,0.63,0.53
Sonny Kayombo,0.44,0.63
Andrew Mcdade,0.85,0.94
Sunday Maku,0.49,0.46
Kwasi Ahenkora,0.61,0.8
Kodjo Sodji,0.62,0.54
Daouda Ndiaye,0.68,0.63
Diaguely Dittamba Samassa,0.79,0.63
Kamil Vondracek,0.64,0.91
Frantisek Polyak,0.41,0.41
Guillermo Garcia Lopez,0.79,0.6
Sergi Arumi,0.44,0.87
Jason Smith,0.72,0.9
Chuka Azonubi,0.8,0.57
Rotimi Jegede,0.54,0.53
Giunior Ghedina,0.62,0.65
Dario Perez,0.41,0.81
Louis Bisang,0.8,0.48
Sandro Della Piana,0.75,0.83
Patrick Schnidrig,0.52,0.68
Marco Beeler,0.6,0.48
Stephane Bohli,0.75,0.77
Martin Ernesto Vercesi,0.58,0.75
Thomas Werkmann,0.48,0.74
Alessandro Motti,0.66,0.82
Michal Gawlowski,0.76,0.5
Filip Aniola,0.56,0.78
Carlos Gonzalez Leiva,0.46,0.89
Oscar Ortiz,0.81,0.69
Jaime Fillol,0.53,0.67
Dimitrio Martinez Castro,0.66,0.84
Jhonson Garcia,0.75,0.48
Brian Cummings,0.56,0.59
Vasilly Kazhera,0.72,0.87
Mariusz Fyrstenberg,0.63,0.67
Stefan Suta,0.69,0.86
Razvan Itu,0.7,0.54
Marius Calugaru,0.81,0.61
Radoslaw Szymanik,0.73,0.85
Mariusz Zielinski,0.53,0.49
Tomasz Bednarek,0.43,0.89
Lukasz Sencyszyn,0.4,0.57
Jordi Fernandez,0.85,0.93
Adriano Ferreira,0.87,0.86
Alberto Soriano,0.45,0.65
Alexander Tabares,0.64,0.81
Michal Kokta,0.48,0.71
Jan Riha,0.87,0.87
Jiri Vrbka,0.52,0.68
Radoslav Lukaev,0.65,0.94
Ronald Dueller,0.48,0.47
Ryan Russell,0.57,0.77
Chris Martin,0.53,0.54
Assaf Drori,0.64,0.51
Dave Abelson,0.61,0.62
Yasuo Miyazaki,0.57,0.6
Benjamin Becker,0.45,0.43
Hiroyasu Sato,0.64,0.64
Mitsuru Takada,0.83,0.92
Patrick Knobloch,0.77,0.66
Joji Miyao,0.76,0.57
Thomas Oger,0.58,0.92
Evan Austin,0.75,0.68
Mohamed Wafa,0.63,0.56
Peter Schuster,0.48,0.83
Ramy Saleh,0.61,0.52
Fernando Verdasco,0.47,0.54
Jorge Jimenez Letrado,0.46,0.58
Simon Blanc,0.41,0.62
George Cosac,0.54,0.72
Victor Ionita,0.57,0.68
Mattias Pennonen,0.75,0.81
Oyvind Alver,0.67,0.79
Anders Pahlsson,0.83,0.43
Carl Henrik Hansen,0.49,0.47
Dumitru Caradima,0.53,0.52
Juan Felipe Yanez,0.87,0.73
Filip Urban,0.62,0.89
David Tosas Ros,0.79,0.58
Marcin Golab,0.65,0.93
David Marrero,0.64,0.5
Mikael Maatta,0.47,0.91
Jesse Walter,0.83,0.84
John Doran,0.44,0.61
Jeremy Berman,0.56,0.51
Simon Shen,0.74,0.62
Simone Amorico,0.65,0.52
Eric Nunez,0.84,0.71
Eric Drew,0.42,0.72
Tripp Phillips,0.72,0.82
Fernando Samayoa,0.64,0.69
Jan Fuka,0.48,0.59
Oliver Schwerin,0.77,0.9
Kc Corkery,0.61,0.44
Chris Magyary,0.67,0.84
Ivo Minar,0.88,0.63
Vince Mackey,0.64,0.5
Pavel Riha,0.81,0.47
Robert Royt,0.78,0.52
Jordi Sole Masso,0.73,0.47
Ali Ghoneim,0.85,0.65
Darren Emery,0.53,0.59
Daniel Tjondronegoro,0.81,0.6
Martin Mair,0.59,0.49
Dmitri Sokolov,0.81,0.76
Peter Kudyma,0.65,0.73
Anton Povkhan,0.83,0.94
Tetsushi Tsuchiya,0.85,0.49
Filip Prpic,0.7,0.86
Alejandro Asta,0.65,0.42
Andrew Fagenholz,0.79,0.44
Attila Mihalko,0.53,0.76
Brandon Kramer,0.41,0.62
Steve Berke,0.6,0.53
Ben Haran,0.65,0.4
Alessandro Guevara,0.55,0.76
Bruno Soares,0.59,0.64
Rodrigo Ferreiro,0.47,0.49
Ricardo Diniz,0.54,0.93
Henrique Mello,0.52,0.59
Rodrigo Schtscherbyna,0.55,0.57
Arnaud Magnin,0.55,0.68
Andrew Banks,0.68,0.55
Mathias Frenzel,0.53,0.55
Rodrigo Navarro,0.87,0.93
Andrea Agazzi,0.66,0.54
Guillermo Carry,0.46,0.73
Patrick Sommer,0.54,0.42
Juan Ignacio Valdecantos,0.76,0.48
Bart Beks,0.41,0.41
Emiliano Redondi,0.87,0.69
Carlos Avellan,0.62,0.67
Joachim Johansson,0.66,0.58
Pierre Berntsson,0.89,0.79
Ulrich Tippenhauer,0.65,0.74
Masatoshi Miyazaki,0.87,0.73
Riki Ishigami,0.86,0.58
Isao Miyoshi,0.87,0.58
German Lopez,0.81,0.88
Natsuki Harada,0.55,0.7
Ruben Merchan,0.57,0.55
Matthew Yeates,0.58,0.7
Andrey Stepanov,0.89,0.55
Mikhail Filima,0.58,0.5
Denis Salimsakov,0.45,0.56
Murad Inoyatov,0.79,0.75
Andrei Chesnokov,0.58,0.68
Alvaro Loyola,0.71,0.49
Todd Perry,0.86,0.9
Jason Sellin,0.69,0.67
Christian Straka,0.72,0.84
Regis Lavergne,0.72,0.58
Mohamed Sekou Drame,0.71,0.93
Brett Hunter,0.48,0.81
Grant Silcock,0.63,0.65
Ignacio Vila,0.4,0.9
Todd Larkham,0.71,0.79
Philipp Petzschner,0.69,0.64
Victor Ribas,0.56,0.94
Eduard Koifman,0.66,0.56
Vincenzo Carlone,0.65,0.54
Bert Van Driessen,0.53,0.89
Y Wang,0.55,0.79
Boy Wijnmalen,0.78,0.59
Nuno Marques,0.78,0.53
Nicolas Almagro,0.63,0.5
Daniel Monedero,0.76,0.57
Michal Varsanyi,0.63,0.47
Anthony Maublanc,0.83,0.48
Adam Wharf,0.57,0.83
Diego Sist,0.86,0.44
Tom Pocock,0.67,0.64
Kyle Spencer,0.67,0.62
Emilio Daniel Baez Britez,0.74,0.93
Diego Del Rio,0.57,0.66
Roland Stopponi,0.76,0.49
Martin Hochstrasser,0.56,0.45
Alexander Schweizer,0.6,0.8
Norikazu Sugiyama,0.74,0.48
Gilles Kremer,0.59,0.92
David Hodge,0.5,0.71
Peter Jon Nomdo,0.84,0.62
Luka Gregorc,0.86,0.78
Scott Willinsky,0.71,0.51
Will Farah Lebar,0.81,0.61
Jermaine Smith,0.89,0.42
Kristof Vliegen,0.71,0.88
Eyal Ran,0.85,0.63
Jaime Cortes,0.58,0.82
Mads Gottlieb,0.75,0.9
Sebastian Quintero,0.43,0.76
Miguel Tobon,0.79,0.61
Carlos Salamanca,0.81,0.74
Jaime Rodriguez,0.6,0.6
Tobias Steinel Hansson,0.72,0.71
Raven Klaasen,0.83,0.64
Arnaud Segodo,0.84,0.48
Danie Visser,0.45,0.83
Walid Jallali,0.81,0.67
Ekkarin Pisuth Arnonth,0.54,0.5
Sebastian Da Costa,0.76,0.89
Gaston Verna,0.56,0.87
Alejandro Falla,0.43,0.71
Alexandros Jakupovic,0.5,0.93
Jimmy Wang,0.6,0.91
David Ruiz,0.77,0.89
Robby Ginepri,0.45,0.47
Andrew Scorteanu,0.81,0.56
Gerardo Morones,0.9,0.63
Mark Joachim,0.79,0.86
Julien Maigret,0.64,0.88
Marc Bauer,0.68,0.81
Ivan Cerovic,0.4,0.66
Mikko Salminvuo,0.5,0.49
Attapol Rithiwattanapong,0.85,0.42
Ibrahim Kimmerling,0.41,0.78
Jorge Aldrete,0.85,0.95
Marcos Baghdatis,0.46,0.59
Baptiste Dupuy,0.47,0.71
Jonathan Marray,0.49,0.85
Victor Romero,0.8,0.5
Shivshanker Kanbargimath,0.64,0.86
Kamala Kannan,0.47,0.74
Jared Palmer,0.74,0.71
Sonchat Ratiwatana,0.87,0.82
Raoul Snijders,0.69,0.53
Stefan Weeda,0.45,0.74
Eduardo Morones,0.43,0.53
Martin Zumpft,0.8,0.5
Matthew Emery,0.71,0.74
Mario Calvo Hernandez,0.86,0.55
Ashley Fisher,0.67,0.79
Ondrej Chvapil,0.43,0.68
Kedar Tembe,0.6,0.78
Ryan Henry,0.73,0.89
Sergio Elias,0.59,0.48
Lazaro Navarro,0.9,0.44
Adrian Cruciat,0.6,0.62
Goran Bosalevski,0.67,0.79
Adelo Abadia,0.51,0.89
Daniele Musa,0.48,0.42
Marco Mirnegg,0.72,0.84
Mario Monroy,0.69,0.44
Johan Rousseaux,0.4,0.72
Rudolf Kostler,0.54,0.59
Michal Navratil,0.72,0.41
Gene Mayer,0.81,0.45
Benedikt Stronk,0.56,0.59
Conor Niland,0.72,0.92
Ashley Dyer,0.53,0.49
Adam Kennedy,0.75,0.55
Nathan Healey,0.75,0.95
Kyu Tae Im,0.47,0.66
German Maldonado,0.73,0.54
Victor Estrella,0.57,0.74
Hussain Al Ashwak,0.49,0.64
Jad Ayoub,0.65,0.87
Michael Brown B395,0.63,0.4
Shahab Hassani Nafez,0.79,0.95
Rabi Bouhassoun,0.44,0.44
Samir Saadeldin,0.79,0.7
Yen Hsun Lu,0.45,0.78
Jacobo Hernandez,0.5,0.7
Bora Celiscak,0.66,0.57
Dieter Kindlmann,0.63,0.87
Bobby Kokavec,0.89,0.64
Gerald Mandl,0.69,0.57
Jocelyn Robichaud,0.56,0.82
Marco Pedrini,0.85,0.48
Ben Ellwood,0.56,0.51
Sebastian Niedermayer,0.54,0.54
Doug Root,0.65,0.64
Gabriel Moraru,0.86,0.41
Sasa Tuksar,0.75,0.95
Gabor Jaross,0.74,0.73
Agustin Tarantino,0.76,0.93
Jose Antonio Garcia,0.73,0.84
Katsushi Fukuda,0.78,0.47
Toshiaki Sakai,0.5,0.51
Joshua Cohen,0.49,0.42
Nenad Toroman,0.58,0.86
Masato Hatanaka,0.83,0.73
Juan Ferrer,0.76,0.52
Benjamin Rufer,0.68,0.93
Matteo Galli,0.41,0.81
Marco Meneschincheri,0.52,0.79
Mohammad Ghareeb,0.8,0.55
Asim Shafik,0.52,0.57
Aqeel Khan,0.77,0.77
Genaro Deleon,0.49,0.73
Nomi Qamar,0.7,0.76
