player,age,height
Boris Bachert,36,170
Albert Loncaric,33,190
Nahuel Fracassi,21,177
Pablo Gonzalez,30,176
Alexander Sikanov,20,178
Tomaz Berendijas,23,187
Gustavo Gomez,30,181
Daniel Langre,27,177
Vaclav Duda,30,177
Jason Cook,23,199
Amod Wakalkar,36,175
Manoj Mahadevan,26,172
Alexey Gavrilov,27,171
Alok Bhide,22,183
Patric Stalbark,21,177
Pracharapol Khamsaman,34,175
Johan Du Randt,24,173
Robert Nita,20,174
Santiago Gonzalez,23,190
James Shortall,34,182
Luis Maria Zapata,22,178
David Mcnamara,30,182
Robert Lindstedt,36,198
Johan Dijkstra,32,178
Sandor Noszaly,30,193
Antonio Couvert,21,193
Ruben De Kleijn,28,185
Maarten Paas,21,181
Eduardo Bohrer,28,171
Jordane Doble,28,199
Paul Logtens,27,188
Dick Norman,36,199
Maciej Dilaj,20,185
Jedrzej Zarski,30,193
Benedikt Dorsch,27,182
Aleksander Mierzwinski,29,174
Sjors Lemmens,26,192
Guido Monaco,22,199
Marcelo Barboza,22,193
Jernej Karner,37,175
Dimitar Grabuloski,24,190
Cyril Saubion,31,193
Dustin Mauck,31,186
Goran Sterijovski,25,186
Jose Luis Condor,21,186
Carlos Berlocq,31,172
Rodrigo Pena,24,195
Teodor Dacian Craciun,31,182
Meride Zahirovic,36,181
Marc Olivier Baron,36,175
Peter Richman,29,191
Nathan Overholser,36,190
Andrew Nisker,34,198
Walter Orth,31,182
Hiroki Kondo,35,183
Balazs Veress,27,176
Miklos Jancso,36,174
Marton Ott,24,183
Victor Trotsko,35,187
Michal Ciszek,25,173
Diego Acuna,27,170
Charles Antoine Sevigny,37,176
Jerry Turek,31,189
Marcus Fluitt,34,182
Matt Klinger,28,173
Rodolfo Daruich,32,182
Daniel Nestor,34,173
Alex Kim,29,172
Ignacio Truyol,35,177
Robert Kendrick,26,189
Tyler Cleveland,36,177
Ali Ansari,26,194
Graydon Oliver,33,186
Peter Luczak,34,184
Jeff Greenwald,26,173
Goran Oresic,28,175
Mikael Sicco,35,193
Tomas Tenconi,27,199
Dejan Djokic,37,191
Geoff Abrams,37,197
Jens Knippschild,26,175
Diego Lozano,22,179
Razvan Iliescu,37,173
Richard Brooks,29,178
Gianluca Bazzica,26,185
Christian Persico,36,176
Francesc Lleal,33,183
Michele Scardigno,22,196
Alberto Francis,31,175
Felix Hardt,32,170
Giuseppe Menga,21,187
Federico Torresi,22,181
Damir Petras,24,191
Matjaz Pogacnik,30,196
Rob Cheyne,27,184
Andres Pedroso,31,170
Ryan Moore,26,184
Mariano Sanchez,34,184
Luke Bourgeois,36,196
Benjamin Budziak,23,185
Nicolas Brochu,32,190
Gabriel Ledru,37,170
Philip Gubenco,20,198
Conor Casey,35,172
Tomas Cakl,32,181
Marc Gicquel,29,197
Karsten Braasch,31,197
Simon Stadler,21,176
Vladimir Obradovic,22,174
Sergei Yaroshenko,29,197
Zoltan Papp,21,195
Davide Bramanti,32,170
Olivier Le Jeune,32,170
Ben Mathias,37,184
Michael Griesser,22,177
Nicklas Kulti,26,180
Ramsey Smith,33,183
Ryan Sachire,36,198
Guillaume Raoux,31,194
Sam Warburg,35,192
Cary Franklin,31,182
David Martin,34,188
Vincent Spadea,29,181
Keith Brill,26,191
Kiantki Thomas,24,188
Marshall Brown,20,195
Laurent Bensadoun,36,173
Roberto Carretero,22,197
Predrag Rusevski,32,173
Georg Novak,33,172
Jan Hajek,37,195
Rene Prenner,23,175
Stephen Huss,37,174
Igor Zelenay,24,180
Kristofer Stahlberg,35,194
Maxime Boye,20,178
Niko Karagiannis,33,172
Lefteris Alexiou,34,198
Francesco Piccari,28,178
Dirk Britzen,34,198
Sylvain Mathias,36,181
Mariano Albert Ferrando,23,172
Evghenii Plugariov,31,189
Mikhail Kartachov,24,186
Nikolay Mishin,24,190
Hisham Hemeda,30,181
Paul Haarhuis,25,194
Vicente Romany Terencio,26,187
Sylvain Charrier,33,173
Kj Hippensteel,30,179
Sebastien Lami,32,187
Franck Osvald,21,199
Isaac Tortades,26,177
Daniel Andersson,23,178
Chad Carlson,27,188
Fritz Bissell,32,182
Matias Boeker,33,194
Marc Kevin Goellner,29,175
Givi Samkharadze,30,191
Yusmawan Fahmi,21,176
Dmitri Sitak,28,197
Martin Slanar,36,190
Carlos Drada,22,175
Bob Borella,25,180
Andrei Luzgin,24,186
Gert Vilms,24,188
Mait Kunnap,34,197
Raimonds Sproga,36,194
Pascal Schaul,28,181
Marko Neunteibl,22,190
Rohan Bopanna,36,190
Jiri Vencl,29,193
Michal Mertinak,22,196
Emiliano Peralta,37,196
Damian Patriarca,37,182
Christoph Palmanshofer,36,187
Huu Minh Dinh,22,198
Bogdan Ivascu,22,176
Alessandro Accardo,25,194
Dario Pizzato,32,192
Christian Magg,34,197
Carlo Santoro,28,174
Brian Wilson,23,198
Brian Vahaly,33,185
Nicolas Boeker,24,191
Alexander Flock,21,173
Daniel Willman,30,199
Nick Beirnaert,28,197
Antonio Baldellou Esteva,22,192
Matthias Muller,28,170
Christophe Bosio,22,173
Alexander Hartman,21,172
David Jonio,31,198
Julien Mathieu,29,173
Vikrant Chadha,28,170
Lauri Kiiski,34,181
Martin Rammal,27,182
Steven Randjelovic,24,171
Michael Kosta,30,197
Yon Guezuraga Cantero,21,196
Jean Julien Rojer,34,198
Oliver Freelove,25,178
Santiago Messora,27,176
Lionel Noviski,24,182
Eric Taino,35,191
Krzysztof Kwinta,37,171
Gabriel Pitta,25,170
Lukasz Kubot,24,187
Jeff Morrison,35,176
Daniel Lesske,32,187
Valentino Pest,24,188
Andreas Strauchmann,32,177
Amir Hadad,36,192
Luciano Vitullo,37,181
Daniel Norberg,27,180
Maximo Gonzalez,32,196
Zoltan Nagy,22,199
Thiemo Maier,27,196
Matthew Hanlin,21,178
Eduard Bainad,27,197
Rolandas Muraska,32,173
Rafael Garcia Alex,32,176
Riccardo Capannelli,20,186
Thomas Larsen,25,180
Denis Yakimenko,35,196
Vaughan Snyman,27,171
Maximilian Abel,20,192
Todor Enev,35,187
Khaled Naffa,28,191
Juan Pablo Di Cesare,32,198
Marcos Jimenez Letrado,30,195
Esteban Carril,32,181
Dmitriy Koch,29,178
Ruben Torres,23,180
Israel Matos Gil,25,174
Bostjan Osabnik,26,195
Janne Holmia,24,176
Jon Hedman,30,198
Aeron Martinovic,32,170
Gunther Darkey,29,193
Ladislav Simon,29,194
Erik Csarnakovics,30,198
Philipp Mukhometov,26,174
Sergei Samoseiko,37,175
Kamil Blaha,23,182
Richard Stano,21,180
Markus Krenn,33,177
Martin Vacek,32,189
Ivan Toth,31,171
Mikhail Elgin,26,184
Andreas Seppi,21,179
Konstantin Harle Zettler,32,177
Massimo Ocera,33,171
Manuel Rezzaghi,36,190
Sam Swan,28,184
Antonio Gramaglia,36,198
Thomas Holzer,27,175
Nicolo Cotto,21,174
Dominique Coene,32,191
Andrew Derer,22,191
Ahmed Ibrahim Ahmad Alhadid,35,172
Vladimir Pavicevic,25,180
Boris Pashanski,26,180
Milos Koprivica,29,185
Ioan Bogdan Gauzin,28,172
Tibor Szathmary,21,178
Shaun Smith,34,172
Janko Tipsarevic,24,188
Aleksander Manojlovic,23,180
Pierre Otolo Metomo,23,183
Peter Scharler,37,171
Courage Anyidoho,23,176
Sonny Kayombo,36,179
Andrew Mcdade,31,179
Sunday Maku,36,189
Kwasi Ahenkora,29,170
Kodjo Sodji,20,175
Daouda Ndiaye,37,190
Diaguely Dittamba Samassa,37,183
Kamil Vondracek,33,196
Frantisek Polyak,34,171
Guillermo Garcia Lopez,31,175
Sergi Arumi,23,170
Jason Smith,22,172
Chuka Azonubi,31,173
Rotimi Jegede,26,182
Giunior Ghedina,30,172
Dario Perez,20,184
Louis Bisang,25,182
Sandro Della Piana,34,191
Patrick Schnidrig,34,180
Marco Beeler,30,173
Stephane Bohli,21,199
Martin Ernesto Vercesi,33,186
Thomas Werkmann,21,174
Alessandro Motti,23,190
Michal Gawlowski,36,194
Filip Aniola,22,193
Carlos Gonzalez Leiva,32,177
Oscar Ortiz,28,190
Jaime Fillol,26,193
Dimitrio Martinez Castro,34,199
Jhonson Garcia,30,179
Brian Cummings,21,176
Vasilly Kazhera,34,186
Mariusz Fyrstenberg,33,197
Stefan Suta,30,176
Razvan Itu,22,196
Marius Calugaru,36,193
Radoslaw Szymanik,31,188
Mariusz Zielinski,34,178
Tomasz Bednarek,35,193
Lukasz Sencyszyn,24,171
Jordi Fernandez,25,191
Adriano Ferreira,24,189
Alberto Soriano,22,188
Alexander Tabares,20,196
Michal Kokta,25,175
Jan Riha,34,179
Jiri Vrbka,21,182
Radoslav Lukaev,22,194
Ronald Dueller,36,171
Ryan Russell,31,179
Chris Martin,37,179
Assaf Drori,34,195
Dave Abelson,31,174
Yasuo Miyazaki,35,191
Benjamin Becker,27,173
Hiroyasu Sato,33,192
Mitsuru Takada,36,171
Patrick Knobloch,27,176
Joji Miyao,34,187
Thomas Oger,33,186
Evan Austin,37,180
Mohamed Wafa,26,190
Peter Schuster,22,187
Ramy Saleh,31,177
Fernando Verdasco,22,197
Jorge Jimenez Letrado,33,197
Simon Blanc,34,181
George Cosac,33,193
Victor Ionita,26,170
Mattias Pennonen,36,189
Oyvind Alver,31,199
Anders Pahlsson,23,194
Carl Henrik Hansen,28,190
Dumitru Caradima,25,181
Juan Felipe Yanez,35,196
Filip Urban,21,195
David Tosas Ros,27,198
Marcin Golab,30,175
David Marrero,32,172
Mikael Maatta,36,174
Jesse Walter,27,183
John Doran,37,181
Jeremy Berman,37,182
Simon Shen,33,182
Simone Amorico,34,198
Eric Nunez,25,186
Eric Drew,30,193
Tripp Phillips,32,196
Fernando Samayoa,20,184
Jan Fuka,25,175
Oliver Schwerin,28,181
Kc Corkery,27,171
Chris Magyary,30,173
Ivo Minar,28,189
Vince Mackey,36,194
Pavel Riha,31,194
Robert Royt,33,190
Jordi Sole Masso,34,181
Ali Ghoneim,35,172
Darren Emery,20,186
Daniel Tjondronegoro,29,175
Martin Mair,27,193
Dmitri Sokolov,37,186
Peter Kudyma,20,196
Anton Povkhan,21,186
Tetsushi Tsuchiya,20,180
Filip Prpic,20,192
Alejandro Asta,28,176
Andrew Fagenholz,32,171
Attila Mihalko,20,188
Brandon Kramer,32,171
Steve Berke,26,191
Ben Haran,21,198
Alessandro Guevara,25,182
Bruno Soares,26,193
Rodrigo Ferreiro,33,193
Ricardo Diniz,37,185
Henrique Mello,34,186
Rodrigo Schtscherbyna,21,180
Arnaud Magnin,29,178
Andrew Banks,31,196
Mathias Frenzel,36,193
Rodrigo Navarro,27,178
Andrea Agazzi,30,198
Guillermo Carry,22,183
Patrick Sommer,25,182
Juan Ignacio Valdecantos,28,194
Bart Beks,25,180
Emiliano Redondi,28,181
Carlos Avellan,26,191
Joachim Johansson,28,172
Pierre Berntsson,37,170
Ulrich Tippenhauer,31,196
Masatoshi Miyazaki,27,177
Riki Ishigami,27,195
Isao Miyoshi,37,188
German Lopez,34,182
Natsuki Harada,26,176
Ruben Merchan,30,182
Matthew Yeates,35,195
Andrey Stepanov,23,175
Mikhail Filima,25,172
Denis Salimsakov,22,175
Murad Inoyatov,28,197
Andrei Chesnokov,29,172
Alvaro Loyola,33,182
Todd Perry,30,182
Jason Sellin,37,199
Christian Straka,31,194
Regis Lavergne,31,182
Mohamed Sekou Drame,32,170
Brett Hunter,32,198
Grant Silcock,33,177
Ignacio Vila,23,174
Todd Larkham,32,189
Philipp Petzschner,27,186
Victor Ribas,31,178
Eduard Koifman,37,182
Vincenzo Carlone,25,194
Bert Van Driessen,37,182
Y Wang,24,174
Boy Wijnmalen,28,183
Nuno Marques,22,180
Nicolas Almagro,29,194
Daniel Monedero,22,195
Michal Varsanyi,34,183
Anthony Maublanc,20,194
Adam Wharf,26,176
Diego Sist,31,193
Tom Pocock,36,186
Kyle Spencer,24,173
Emilio Daniel Baez Britez,23,179
Diego Del Rio,31,179
Roland Stopponi,37,184
Martin Hochstrasser,36,189
Alexander Schweizer,28,181
Norikazu Sugiyama,23,178
Gilles Kremer,21,172
David Hodge,23,184
Peter Jon Nomdo,21,181
Luka Gregorc,34,195
Scott Willinsky,21,184
Will Farah Lebar,23,195
Jermaine Smith,25,170
Kristof Vliegen,26,184
Eyal Ran,29,180
Jaime Cortes,31,174
Mads Gottlieb,22,176
Sebastian Quintero,32,181
Miguel Tobon,37,189
Carlos Salamanca,27,194
Jaime Rodriguez,34,175
Tobias Steinel Hansson,20,191
Raven Klaasen,22,172
Arnaud Segodo,27,179
Danie Visser,23,195
Walid Jallali,35,190
Ekkarin Pisuth Arnonth,29,195
Sebastian Da Costa,31,191
Gaston Verna,33,199
Alejandro Falla,33,173
Alexandros Jakupovic,21,182
Jimmy Wang,24,188
David Ruiz,24,174
Robby Ginepri,25,192
Andrew Scorteanu,32,196
Gerardo Morones,28,191
Mark Joachim,34,187
Julien Maigret,33,170
Marc Bauer,26,190
Ivan Cerovic,21,190
Mikko Salminvuo,26,197
Attapol Rithiwattanapong,25,185
Ibrahim Kimmerling,36,185
Jorge Aldrete,21,185
Marcos Baghdatis,22,197
Baptiste Dupuy,24,191
Jonathan Marray,24,188
Victor Romero,20,185
Shivshanker Kanbargimath,27,170
Kamala Kannan,31,189
Jared Palmer,23,189
Sonchat Ratiwatana,32,179
Raoul Snijders,34,171
Stefan Weeda,30,183
Eduardo Morones,29,177
Martin Zumpft,22,175
Matthew Emery,33,197
Mario Calvo Hernandez,35,172
Ashley Fisher,29,185
Ondrej Chvapil,29,186
Kedar Tembe,31,181
Ryan Henry,28,196
Sergio Elias,20,188
Lazaro Navarro,24,193
Adrian Cruciat,27,189
Goran Bosalevski,30,172
Adelo Abadia,31,182
Daniele Musa,20,185
Marco Mirnegg,30,180
Mario Monroy,24,189
Johan Rousseaux,34,196
Rudolf Kostler,24,185
Michal Navratil,31,189
Gene Mayer,24,171
Benedikt Stronk,36,173
Conor Niland,36,196
Ashley Dyer,31,197
Adam Kennedy,34,194
Nathan Healey,34,173
Kyu Tae Im,25,197
German Maldonado,31,186
Victor Estrella,37,170
Hussain Al Ashwak,33,170
Jad Ayoub,21,199
Michael Brown B395,28,174
Shahab Hassani Nafez,24,191
Rabi Bouhassoun,20,181
Samir Saadeldin,22,175
Yen Hsun Lu,25,175
Jacobo Hernandez,24,194
Bora Celiscak,24,186
Dieter Kindlmann,20,195
Bobby Kokavec,36,191
Gerald Mandl,33,182
Jocelyn Robichaud,31,177
Marco Pedrini,29,193
Ben Ellwood,37,181
Sebastian Niedermayer,30,184
Doug Root,21,188
Gabriel Moraru,37,198
Sasa Tuksar,26,190
Gabor Jaross,34,195
Agustin Tarantino,30,189
Jose Antonio Garcia,37,197
Katsushi Fukuda,31,186
Toshiaki Sakai,25,178
Joshua Cohen,32,190
Nenad Toroman,35,187
Masato Hatanaka,37,197
Juan Ferrer,29,171
Benjamin Rufer,27,180
Matteo Galli,37,192
Marco Meneschincheri,20,189
Mohammad Ghareeb,27,186
Asim Shafik,25,190
Aqeel Khan,24,187
Genaro Deleon,34,184
Nomi Qamar,34,176
Jhonnatan Medina Alvarez,21,185
Wen Lung Chang,20,194
Ivan Ayza Forcadell,30,198
Marcos Conde Jackson,29,170
Arturo Alagon Perez,37,197
Ilia Kushev,37,187
Victor Ivanchev,36,196
Darko Madjarovski,27,191
Dimo Tolev,34,177
Axel Bourrec,27,176
Gustavo Cavallaro,36,194
Andreas Maroldt,31,199
Vitor Ferreira,27,171
Israel Monteiro,33,181
Gouram Kostava,23,185
Muhammad Khaliq Siddiq,20,178
Daniel Schubert,20,189
Alex Bogdanovic,35,180
Andrei Gorban,33,184
Alti Vahkal,35,172
Sergei Cuptov,24,192
Tsolak Gevorgyan,28,190
Daniele Giorgini,21,182
Antonio Ruiz Rosales,37,190
Noureddine Mahmoudi,25,197
Noujeim Hakimi,28,182
Josselin Barbot,20,171
Benjamin Balleret,28,175
Jia Ping Xia,35,175
Anant Sitaram,32,181
Shivang Mishra,28,173
Florian Mayer,32,174
Bo Ram Cha,28,192
Aviram Salomon,30,199
Patrik Fredriksson,23,177
Alvaro Izquierdo,21,175
Rui Machado,25,190
Bernat Mas Avellaneda,33,197
Frank Condor,23,172
Igor Andreev,25,192
Jacobo Moreno Moreno,25,177
John Chung,21,188
Kyle Porter,37,190
Andrei Merinov,32,180
Alex Bose,28,187
Otavio Rovati,32,179
Matteo Gotti,30,195
Fabio Colangelo,20,197
Alexander Brudermann,26,189
Timo Nigri,34,181
Juan Monaco,20,189
Igor Branisa,31,197
Pavel Joromsky,26,198
Pedro Braga,34,177
Andrew Colombo,20,188
Matthew Snyder,36,190
Meir Deri,36,185
Patrick Schmolzer,22,196
Adrian Gavrila,31,190
Goran Tosic,25,187
Nikola Ciric,30,178
Jan Masik,22,173
Daniele Silvestre,27,178
Simone Vagnozzi,33,194
Tomas Hajek,33,171
Jan Mertl,29,178
Nikola Vidovic,21,178
Ivica Ancic,33,187
Rabie Chaki,28,180
Carlos Llanes,22,182
Jesse Witten,27,175
Nick Rainey,35,178
Juan Ignacio Destefano,21,185
Seong Hwan Chung,25,173
Chul Hee Lee,31,171
Clinton Jacobs,24,176
Mark Peter Roberts,21,184
Robert Kowalczyk,35,194
Christian Banzer,24,175
Hannu Piiroinen,34,180
Kevin Sorensen,31,196
Ismo Ronkko,23,199
Matthieu Amgwerd,34,189
Philipp Stark,30,186
Martin Wetzel,35,173
Tomer Suissa,25,188
Filipos Papachristopoulos,33,176
Ilkka Riikonen,37,180
Masashi Tokumaru,31,182
Kabelo Maleka,30,196
Guillem Burniol,32,195
Peter Capkovic,30,190
Petr Spousta,35,197
Christophe Van Garsse,34,172
Jiri Novy,34,183
Rafael Moreno Negrin,23,171
Victor Sanchez Gil,30,198
Jose Francisco Altur,34,187
Danny Westerman,23,174
Rick Schalkers,32,182
Philippe Cassiers,21,182
Charles Roche,33,193
Kepler Orellana,23,193
Gregory Bauwens,35,183
Paolo Cane,33,181
Igor Racic,34,190
Bjorn Krenzer,22,182
David Kepka,27,187
Peter Handoyo,35,182
Remco Pondman,29,173
Jasper Smit,23,192
Bart Van Delft,37,199
Izak Van Der Merwe,21,191
Marko Por,36,179
Brandon Wagner,32,192
Trace Fielding,23,174
John Paul Fruttero,30,187
Michael Yani,26,177
Kristian Mitrovski,31,183
Xavier Audouy,29,197
Franco Ferreiro,26,171
Mark Parsons,32,197
Fabrizio Sestini,26,177
Juan Mariano Perello,36,185
Yevgeni Bondarchuk,29,176
Federico Polvani,29,172
Alberto Lommi,23,198
Kenneth Carlsen,23,173
Bertrand Contzler,26,198
Zsolt Tatar,20,176
Alexandre Bonatto,31,173
Paul Podbury,32,178
Hamid Mirzadeh,29,192
Oskar Johansson,34,186
Phil Stolt,32,186
Pavel Lobanov,28,189
Mitko Blagoev,28,183
Gligorce Sanev,34,183
Ivan Andreev,29,198
Nicolas Tourte,29,194
Irakli Ushangishvili,27,182
Andrea Spizzica,35,173
Francisco Neves,36,182
David Cors,24,190
Brad Weston,23,186
Andrei Mlendea,37,184
Tomislav Gospic,23,199
Travis Parrott,26,187
Harel Srugo,29,180
Stephane Robert,37,173
Edouard Roger Vasselin,23,197
Cedric Lenoir,29,189
Frank Moser,20,180
Sebastian Linda,37,179
Paul Capdeville,24,191
Teodor Bolanu,34,182
Antonio Zaragoza,36,191
Markus Bayer,22,177
Claudiu Antonescu,31,197
Georgi Revazishvili,21,182
Mikhail Chaduneli,20,178
Nicolas Renavand,36,199
Marko Miklo,35,170
Sunday Jegede,24,170
Kossi Loglo,34,184
Ivan Syrov,22,191
Jean Kome Loglo,26,173
Christophe Pognon,30,196
Robert Krause,29,189
Nouhoun Sangare,28,170
Hayato Furukawa,33,194
Samuel Fumi,32,181
Scott Eddins,21,180
Ladislav Chramosta,22,188
Ganiyu Adenekan,26,184
Ilou Lonfo,37,190
Emmanuel Heussner,22,179
Jonathan Printzlau,29,170
Andrea Caldarelli,26,193
Alejandro Correa,28,172
Tres Davis,36,183
Ytai Abougzir,30,184
Benjamin Kohlloeffel,26,170
Otar Enukidze,33,179
Dias Doskarayev,23,191
Stefano Ianni,25,170
Philipp Marx,29,184
Philip Horyna,26,172
Alejandro Fabbri,32,190
Ezequiel Dequino,33,189
Lesley Joseph,23,192
Phillip Metz,27,191
Marcelo Melo,24,181
David Goupil,20,188
Ricardo Soriano Gallo,23,185
Nicola Bruno,22,196
Ivan Puchkarov,28,177
Jon Wallmark,27,193
Huntley Montgomery,20,183
Javier Genaro Martinez,25,187
Richard Bloomfield,28,192
Robert Gustafsson,26,199
Aistis Slajus,23,170
Ivan Radovanovic,32,171
Emanuel Sinnot,36,193
Teymuraz Gabashvili,21,181
Federico Geromini,24,186
Gabor Zoltan Pelva,31,171
Aleksandar Jerinkic,27,197
Mate Gyenis,25,186
Lenoir Ramos,27,190
Gordon Uehling,37,176
Matthew Smith,22,175
Patrick Mayr,31,175
Tobias Koeck,22,191
Peter Mayer Tischer,25,177
Michael Dalus,21,174
Christian Larcher,31,184
Rouslan Nourmatov,21,195
Iram Peled,25,176
Gabriel Out,36,172
Bart De Gier,22,194
Roberto Jabali,21,179
Motaz Abou El Khair,27,172
Walter Larrea,31,199
Marcello Wowk,23,183
Mohammed Shaaban,24,191
Tomas Matejka,32,172
Radu Marian Barbu,34,170
Christian Groh,35,170
Timo Siebert,29,188
Mohammed Fetov,35,173
Leif Meineke,31,199
Stan Wawrinka,36,171
John Thivolle,35,194
Erfan Djahangiri,31,180
Guillermo Carter,27,193
Luis Ernesto Peon,22,181
Juan Carlos Maldonado,35,182
Declan Friesberg,32,185
Young Jun Kim,27,185
Antonello Magris,24,188
Chang Hoon Lee,27,192
Se Yong Yoon,31,189
Seung Hoon Ohuchi,20,190
Alejandro Poberaj,25,189
Nicolas Dubey,37,178
Iverson Barros,27,185
Patricio Konortoff,26,196
Leonardo Ramirez,20,176
Bobbie Altelaar,35,182
Michal Przysiezny,31,173
Bernard Kaczorowski,25,182
Kamil Lewandowicz,21,177
Marko Cerenko,33,171
Jun Il You,23,176
Diego Lopez,20,180
Gabriel Montenegro,37,186
Federico Uelstchi,32,193
Deok Hwan An,21,198
Byung Kook Kang,28,183
Yong Beom Ma,21,197
Lester Cook,28,199
Pavel Ivanov,20,182
Vladislav Gorodetsky,30,184
Jonathan Garcia Leo,22,191
Dmitri Kotchetkov,23,197
Javier Foronda Bolanos,37,190
Luis Antonio Perez Perez,25,194
Adam Carey,22,178
Richard Gasquet,30,172
Jo-Wilfried Tsonga,34,194
Yann Dupuy,24,182
Tai Tsuchiya,29,182
Hubert Karrasch,31,178
Go Soeda,34,187
Juan Manuel Elizondo,36,174
Jason Mallaiah,29,180
Fabio Tintori,25,171
Federico Barton Presa,37,186
Mario Alvarez,32,192
Regnier Azevedo,22,189
Jose Carlos Pinto,29,190
Oscar Blacutt,33,173
Chris Lewis,25,191
James May,22,196
Josh Goffi,35,187
Naim Lalji,26,193
Augustin Gensse,33,189
Mauro Commisso,28,177
Yasutomo Nakase,34,188
Robin Soderling,22,181
Rafael Nadal,21,197
Tobias Virdhage,21,180
Ismar Gorcic,22,185
Tomonori Kuniyoshi,37,174
Malte Commandeur,33,197
Vladimir Bistryavichus,37,172
Philipp Kohlschreiber,29,181
Tomislav Peric,21,184
Diogo Rocha,20,185
Mario Carnevale,23,182
Juan Luis Tati Rascon,33,176
Marc Kimmich,20,184
Matthew Koch,33,172
Todd Reid,35,181
Sadik Kadir,33,177
Johnny Stamenovic,22,194
Brad Beinke,22,198
Morgan Wilson,28,181
Shannon Bluhm,25,187
Ramiro Garcia Malbran,32,172
Marcelo Carvalho,21,181
Chris Rae,27,198
Marius Meiszies,21,192
Hyun Joon Suk,23,190
Patrick Couprie,34,195
Hiu Tung Yu,23,192
Farrukh Dustov,32,171
Martin Dzuwa,31,183
Genius Chidzikwe,32,183
Johannes Prins,33,173
Stephen Nugent,37,186
Stephen Donovan,25,184
Igor Levine,30,185
Rodrigo Vallejo,21,174
Jose Bernard,24,193
Steeve El Haik,21,186
Tetsuhiro Yamamoto,29,192
Dmitriy Makeyev,21,176
Alexei Belov,30,192
Anton Mavrin,37,184
Royce Ramey,34,186
Takeshi Itoh,28,181
Komlavi Loglo,28,180
Martin Vilarrubi,22,188
Sunil Kumar Sipaeya,28,180
Tomas Janda,33,171
Vijayendra Laad,26,184
Jean Baptiste Poux Gautier,35,174
Billy Wilkinson,35,187
Luis Arturo Gonzalez,20,198
Daniel Munoz de la Nava,23,199
Oscar Rodriguez Sanchez,23,190
Stefan Wiespeiner,26,190
Max Raditschnigg,27,185
Matija Zgaga,36,173
Raviv Volkovitzky,24,196
Vincent Lavergne,26,192
Roger Matalonga Ribera,23,179
Jose Orozco,25,191
Martin Kamermans,26,171
Luis Manuel Flores,37,184
Dusan Karol,24,173
Nathan Price,22,198
Jonathan Pastel,26,185
Jose Luis Lara Salinas,33,199
Pedro Pereira,26,196
Rainer Eitzinger,24,176
Carlos Rodrigues,24,194
Tomas Berdych,21,194
Torsten Riedel,25,181
Cyril Baudin,34,172
Thierry Roggi,29,186
Patrice Atias,26,178
Antonis Kalaitzakis,24,177
Roman Kukal,20,192
Matteo Volante,32,175
Alexandru Tanase,37,199
Jerome Almagrida,32,184
Alex Vittur,37,179
Matt Bocko,24,192
Marcin Losinski,32,196
James Betts,23,194
Mario Alberto De Leon,36,175
Andrew Painter,22,184
Mahesh Bhupathi,36,199
Serguei Vassine,30,183
Omer Abramovich,23,195
Marcio Petrone,21,188
Dusan Mihailovic,35,182
Dekel Valtzer,37,183
Dudi Sela,27,172
Mark Eberling,22,173
Gary Lugassy,28,195
Roman Valent,25,198
Alessandro Camarco,29,183
Luiz Marafelli,29,183
Evaldo Silva,32,195
Ryan Haviland,36,177
Alastair Garland,28,179
Prakash Amritraj,36,178
Marc Silva,28,183
Travis Rettenmaier,28,177
Joseph Victorino,20,180
Vinicius Bortolatto,21,179
Alex Radulescu,35,187
Jason Marshall,20,173
Johny De Leon,29,173
Gabriel Montilla,37,181
Manuel Tejada,27,187
Tobias Summerer,30,198
Raphael Durek,21,177
Chris James,27,172
Sebastien Kosak,27,187
Mathieu Montcourt,36,176
Clement Morel,34,170
Markus Dickhardt,36,191
Yew Ming Si,32,182
Yu Jr Wang,24,198
Anton Tsymbalov,31,172
Michael Mora,20,198
Dominic Stoeckler,24,172
Matwe Middelkoop,27,184
Nikolai Soloviev,32,190
Ti Chen,27,199
Shao Xuan Zeng,30,188
Hector Calvo Garcia,20,197
Eduardo Magadan Castro,32,173
Laurent Recouderc,22,182
Peng Sun,36,182
Nicolai Sablowski,24,184
Jerry Makowski,27,188
Shannon Nettle,33,185
Goran Kovacevic,23,176
Frank Dancevic,30,172
Patrick Chucri,34,199
